genres,release_year,playtime_forever
"casual, indie, simulation",2018,189.0
"casual, indie, simulation",2018,189.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"adventure, casual, indie, simulation, strategy",2018,3588.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,549.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"free to play, indie, simulation, sports",2018,33460.0
"action, adventure, indie",2018,209.0
"action, adventure, indie",2018,209.0
"action, adventure, indie",2018,209.0
"action, adventure, indie",2018,209.0
"action, adventure, indie",2018,209.0
"action, adventure, indie",2018,209.0
"action, adventure, indie",2018,209.0
"action, adventure, indie",2018,209.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"racing, simulation, sports",2017,31000.0
"action, indie",2018,275.0
"action, indie",2018,275.0
"action, indie",2018,275.0
"action, indie",2018,275.0
"action, indie",2018,275.0
"action, indie",2018,275.0
"action, indie",2018,275.0
"action, indie",2018,275.0
"action, indie",2018,275.0
,2018,255.0
,2018,255.0
,2018,255.0
,2018,255.0
,2018,255.0
,2018,255.0
,2018,255.0
,2018,255.0
,2018,255.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
"action, indie, racing",1997,977.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
action,1998,233.0
"action, indie, rpg",2016,423.0
"action, indie, rpg",2016,423.0
"action, indie, rpg",2016,423.0
"action, indie, rpg",2016,423.0
"action, indie, rpg",2016,423.0
"action, indie, rpg",2016,423.0
"action, indie, rpg",2016,423.0
"action, indie, rpg",2016,423.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
"casual, indie, strategy",2018,797.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
action,2018,5063.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"casual, indie, simulation",2018,1.0
"action, casual, indie, massively multiplayer, simulation, sports, strategy",2018,9040.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
"adventure, casual, indie",2017,493.0
