genres,release_year,playtime_forever,user_id
"racing, simulation, sports",2017,31000.0,76561198071275274
"racing, simulation, sports",2017,31000.0,lookhereifyoureastalker
"racing, simulation, sports",2017,31000.0,aussiepommy
"racing, simulation, sports",2017,31000.0,someonelewd
"racing, simulation, sports",2017,31000.0,76561198081966701
"racing, simulation, sports",2017,31000.0,fabriloler
"racing, simulation, sports",2017,31000.0,trafficjam
"racing, simulation, sports",2017,31000.0,76561198081095960
"racing, simulation, sports",2017,31000.0,Caelstrasza
"racing, simulation, sports",2017,31000.0,xwitch
"racing, simulation, sports",2017,31000.0,YaYa7979
"racing, simulation, sports",2017,31000.0,snakedog
"racing, simulation, sports",2017,31000.0,zayyntt
"racing, simulation, sports",2017,31000.0,76561198042297860
"racing, simulation, sports",2017,31000.0,DanTheMan1568
"racing, simulation, sports",2017,31000.0,44196
"racing, simulation, sports",2017,31000.0,supadan77
"racing, simulation, sports",2017,31000.0,76561197980886661
"racing, simulation, sports",2017,31000.0,sarge300491
"racing, simulation, sports",2017,31000.0,worldshader
"racing, simulation, sports",2017,31000.0,76561198004163464
"racing, simulation, sports",2017,31000.0,filthyrehab
"racing, simulation, sports",2017,31000.0,NobleOfBirth
"racing, simulation, sports",2017,31000.0,ReverseHotel
"racing, simulation, sports",2017,31000.0,BlazingTaris
"racing, simulation, sports",2017,31000.0,76561198026200381
"racing, simulation, sports",2017,31000.0,OfficialErchris
"racing, simulation, sports",2017,31000.0,76561198030254125
"racing, simulation, sports",2017,31000.0,rfs-JiM
"racing, simulation, sports",2017,31000.0,rubber64
"racing, simulation, sports",2017,31000.0,swag3333232
"racing, simulation, sports",2017,31000.0,76561198039881593
"racing, simulation, sports",2017,31000.0,76561198041784363
"racing, simulation, sports",2017,31000.0,76561198043095549
"racing, simulation, sports",2017,31000.0,MurphyM8
"racing, simulation, sports",2017,31000.0,NateTheSquid
"racing, simulation, sports",2017,31000.0,ForcedMeMees
"racing, simulation, sports",2017,31000.0,76561198045377236
"racing, simulation, sports",2017,31000.0,Trythion
"racing, simulation, sports",2017,31000.0,76561198046002444
"racing, simulation, sports",2017,31000.0,76561198046128346
"racing, simulation, sports",2017,31000.0,76561198046339462
"racing, simulation, sports",2017,31000.0,kaboomgames
"racing, simulation, sports",2017,31000.0,76561198046612873
"racing, simulation, sports",2017,31000.0,GetyourMedz
"racing, simulation, sports",2017,31000.0,76561198046856125
"racing, simulation, sports",2017,31000.0,76561198047694111
"racing, simulation, sports",2017,31000.0,v_E1iTe
"racing, simulation, sports",2017,31000.0,76561198048506749
"racing, simulation, sports",2017,31000.0,76561198048691905
"racing, simulation, sports",2017,31000.0,022899
"racing, simulation, sports",2017,31000.0,76561198055968875
"racing, simulation, sports",2017,31000.0,76561198056745387
"racing, simulation, sports",2017,31000.0,funkie8
"racing, simulation, sports",2017,31000.0,PwnArt1st
"racing, simulation, sports",2017,31000.0,76561198058598393
"racing, simulation, sports",2017,31000.0,ElGrible
"racing, simulation, sports",2017,31000.0,fiscure1
"racing, simulation, sports",2017,31000.0,76561198060825349
"racing, simulation, sports",2017,31000.0,alifyandra
"racing, simulation, sports",2017,31000.0,76561198064146286
"racing, simulation, sports",2017,31000.0,76561198065416634
"racing, simulation, sports",2017,31000.0,76561198067891679
"racing, simulation, sports",2017,31000.0,BurntToastCasual
"racing, simulation, sports",2017,31000.0,76561198069062368
"racing, simulation, sports",2017,31000.0,76561198069334653
"racing, simulation, sports",2017,31000.0,Fallout_BlackJack
"racing, simulation, sports",2017,31000.0,76561198071972124
"racing, simulation, sports",2017,31000.0,76561198072949124
"racing, simulation, sports",2017,31000.0,monjibee
"racing, simulation, sports",2017,31000.0,76561198074226272
"racing, simulation, sports",2017,31000.0,76561198079355713
"racing, simulation, sports",2017,31000.0,76561198079471655
"racing, simulation, sports",2017,31000.0,therealsupah
"racing, simulation, sports",2017,31000.0,76561198080465293
"racing, simulation, sports",2017,31000.0,NarukuDeidara
"racing, simulation, sports",2017,31000.0,deanbear12
"racing, simulation, sports",2017,31000.0,76561198081681374
"racing, simulation, sports",2017,31000.0,Anuslicous
"racing, simulation, sports",2017,31000.0,76561198084142174
"racing, simulation, sports",2017,31000.0,polaritism
"racing, simulation, sports",2017,31000.0,xeoeon
"racing, simulation, sports",2017,31000.0,Fantomight
"racing, simulation, sports",2017,31000.0,76561198085551766
"racing, simulation, sports",2017,31000.0,lightsaber82
"racing, simulation, sports",2017,31000.0,RazorSpark
"racing, simulation, sports",2017,31000.0,pooxbox
"racing, simulation, sports",2017,31000.0,76561198098092348
"racing, simulation, sports",2017,31000.0,lomardriver
"racing, simulation, sports",2017,31000.0,TrapBay
"racing, simulation, sports",2017,31000.0,76561198111652472
"racing, simulation, sports",2017,31000.0,Tekstorm
"racing, simulation, sports",2017,31000.0,76561198130453291
"racing, simulation, sports",2017,31000.0,76561198167847213
"racing, simulation, sports",2017,31000.0,76561198227671916
"action, indie",2018,275.0,asianturtlefrenzy
"action, indie",2018,275.0,prettyhm02forawhiteguy
"action, indie",2018,275.0,76561198092369007
"action, indie",2018,275.0,76561197993847898
"action, indie",2018,275.0,76561198057453677
"action, indie",2018,275.0,TheFearless
"action, indie",2018,275.0,practicalmeme
"action, indie",2018,275.0,morebaconstrips
"action, indie",2018,275.0,76561198061384419
,2018,255.0,76561198056549802
,2018,255.0,VRBones
,2018,255.0,ooblinkoo
,2018,255.0,nbohlsen
,2018,255.0,76561198005477736
,2018,255.0,Tempercanns
,2018,255.0,jakesnake
,2018,255.0,76561198071167700
,2018,255.0,repdota
"action, indie, racing",1997,977.0,lewisbigd
"action, indie, racing",1997,977.0,ALECLIKESSHOTASANDLITTLECUTEBOYS
"action, indie, racing",1997,977.0,sky_track
"action, indie, racing",1997,977.0,76561198084705916
"action, indie, racing",1997,977.0,djnemonic
"action, indie, racing",1997,977.0,76561198080634902
"action, indie, racing",1997,977.0,redlei
"action, indie, racing",1997,977.0,DoubleScissors
"action, indie, racing",1997,977.0,76561198000000222
"action, indie, racing",1997,977.0,GGguy
"action, indie, racing",1997,977.0,FenIsLove
"action, indie, racing",1997,977.0,FakerZz
"action, indie, racing",1997,977.0,Tilig
"action, indie, racing",1997,977.0,milolego
"action, indie, racing",1997,977.0,76561198089541599
action,1998,233.0,lucaswerg
action,1998,233.0,76561198126640317
action,1998,233.0,76561198057389499
action,1998,233.0,asdasdfsadgdfhfgjggj
action,1998,233.0,Denied72
action,1998,233.0,76561197995939652
action,1998,233.0,dahaydos
action,1998,233.0,Takmid
action,1998,233.0,76561198075229095
action,1998,233.0,Spiritedaway1
action,1998,233.0,76561198081776244
action,1998,233.0,76561198079621961
action,1998,233.0,nicholasd7
action,1998,233.0,aligindahousebabykosha
action,1998,233.0,76561198062039159
action,1998,233.0,76561198062039159
action,1998,233.0,modsmaps
action,1998,233.0,76561198243634570
action,1998,233.0,KTP619
action,1998,233.0,76561198121840547
action,1998,233.0,76561198097071063
action,1998,233.0,34573671264yi
action,1998,233.0,76561198089541911
action,1998,233.0,donaldqinshihunagditrump
action,1998,233.0,senpai_the_slutty
action,1998,233.0,senpai_the_slutty
action,1998,233.0,justthathelicopterpilot
action,1998,233.0,76561198102490796
action,1998,233.0,Raltexe
action,1998,233.0,Delphaeus
action,1998,233.0,76561198073453337
action,1998,233.0,76561198046584688
action,1998,233.0,FPS-Mike
action,1998,233.0,76561198101401653
action,1998,233.0,76561198057065903
action,1998,233.0,Xyphien
action,1998,233.0,76561198060068927
action,1998,233.0,PokeyStabbyThing
action,1998,233.0,76561198143395684
action,1998,233.0,Mexican-Putin
action,1998,233.0,elgerjp
action,1998,233.0,76561198053195906
action,1998,233.0,fakesmg4
action,1998,233.0,76561198069082998
action,1998,233.0,magnetsbitch
action,1998,233.0,76561198075532361
action,1998,233.0,76561198027719152
action,1998,233.0,Bigzy
action,1998,233.0,dzakuan
action,1998,233.0,76561198104984962
action,1998,233.0,Shaun_Stokes
action,1998,233.0,76561198191010871
action,1998,233.0,Mozness
action,1998,233.0,76561198083097986
action,1998,233.0,nic2339
action,1998,233.0,Nikavek
action,1998,233.0,Nishanji
action,1998,233.0,76561198064893805
action,1998,233.0,jcottle
action,1998,233.0,76561198086139632
action,1998,233.0,Rhysy2706
action,1998,233.0,Skippy333
action,1998,233.0,swill215
action,1998,233.0,kzkyus
action,1998,233.0,76561198083316709
action,1998,233.0,thevalleykids
action,1998,233.0,thevalleykids
action,1998,233.0,mudcakez
action,1998,233.0,76561197984271449
action,1998,233.0,mrhuffenpuff
action,1998,233.0,WaliWan
action,1998,233.0,Iassassinatedkennedy
action,1998,233.0,76561198015450790
action,1998,233.0,Scarffolfby
action,1998,233.0,giogaming
action,1998,233.0,76561198256961474
action,1998,233.0,76561198132286053
action,1998,233.0,superdedicated
action,1998,233.0,L33T4RCH
action,1998,233.0,NineODoge
action,1998,233.0,MalaysiaxGermany
action,1998,233.0,uncleden
action,1998,233.0,Lolicon_Banzai
action,1998,233.0,AdventureBen
action,1998,233.0,thelordofaids
action,1998,233.0,76561198024697324
action,1998,233.0,76561198040257934
action,1998,233.0,76561198267779591
action,1998,233.0,76561198086008401
action,1998,233.0,76561198065469224
action,1998,233.0,canepa98
action,1998,233.0,76561198064174266
action,1998,233.0,chromixprowl
action,1998,233.0,dcrschannel
action,1998,233.0,76561197971119511
action,1998,233.0,detailmovie
action,1998,233.0,Kahuzi
action,1998,233.0,76561198082605926
action,1998,233.0,exdddddddddd
action,1998,233.0,elitex101
action,1998,233.0,76561198023563213
action,1998,233.0,LANGA326
action,1998,233.0,UnkleFisty
action,1998,233.0,franklinhi
action,1998,233.0,Frozenicypole
action,1998,233.0,76561198073626237
action,1998,233.0,gepaoisanaimbot
action,1998,233.0,76561198017060194
action,1998,233.0,goi17
action,1998,233.0,gryphon556
action,1998,233.0,76561197994404273
action,1998,233.0,JonHT
action,1998,233.0,triangless
action,1998,233.0,76561197992272514
action,1998,233.0,I_am_lion
action,1998,233.0,MrHappyTrees
action,1998,233.0,76561198102234446
action,1998,233.0,RaveHusky
action,1998,233.0,Whoppaz
action,1998,233.0,76561198031172261
action,1998,233.0,76561198083233789
action,1998,233.0,fuckingdinasaww
action,1998,233.0,mouwen
action,1998,233.0,76561198074744700
action,1998,233.0,76561198082317907
action,1998,233.0,76561198086621637
action,1998,233.0,76561198059357757
action,1998,233.0,TheScareAndCrow
action,1998,233.0,Shochi_De_La_Mochi
action,1998,233.0,Shtiffles
action,1998,233.0,gabennnnnnnnnn
action,1998,233.0,76561198138294071
action,1998,233.0,76561198030079998
action,1998,233.0,ididnothingwrong87
action,1998,233.0,themrbrain
action,1998,233.0,76561198095224013
action,1998,233.0,76561198041966846
action,1998,233.0,76561198004622964
action,1998,233.0,NoculusRift
action,1998,233.0,Yaybies
action,1998,233.0,galbit
action,1998,233.0,nwilt
action,1998,233.0,TheUncomparablePain
action,1998,233.0,hammyhamm
action,1998,233.0,76561197967405669
action,1998,233.0,freeskinseu
action,1998,233.0,76561197994033447
action,1998,233.0,76561198005918869
action,1998,233.0,HeerFuhrurVonAuchwitz
action,1998,233.0,76561198024983639
action,1998,233.0,alpha75
action,1998,233.0,Los_Pollos
action,1998,233.0,76561198034062384
action,1998,233.0,de_yeti
action,1998,233.0,76561198038799075
action,1998,233.0,fyrerez
action,1998,233.0,76561198043452448
action,1998,233.0,76561198049813970
action,1998,233.0,76561198056573461
action,1998,233.0,Lim3RENCE
action,1998,233.0,76561198059055293
action,1998,233.0,76561198059874617
action,1998,233.0,1011001
action,1998,233.0,76561198061779714
action,1998,233.0,ufas69
action,1998,233.0,thomasbertelli
action,1998,233.0,76561198063210054
action,1998,233.0,76561198065445229
action,1998,233.0,brotherjovan
action,1998,233.0,dhansvid
action,1998,233.0,76561198067127217
action,1998,233.0,76561198070029001
action,1998,233.0,HPiN
action,1998,233.0,76561198073169276
action,1998,233.0,76561198074467168
action,1998,233.0,madlatt
action,1998,233.0,76561198075393320
action,1998,233.0,2891723967123
action,1998,233.0,xarope123
action,1998,233.0,76561198080704551
action,1998,233.0,Loge4165
action,1998,233.0,76561198087951172
action,1998,233.0,76561198088776018
action,1998,233.0,sassy_the_sasquatch
action,1998,233.0,whatsnot
action,1998,233.0,Shadowcyhte
action,1998,233.0,blastc123
action,1998,233.0,JustHacksNoSkill
action,1998,233.0,zerzang
action,1998,233.0,pheeeeliks
action,1998,233.0,76561198109814181
action,1998,233.0,76561198114445977
action,1998,233.0,76561198119479562
action,1998,233.0,TheJewsDidNineEleven
action,1998,233.0,76561198122402735
action,1998,233.0,Coreyt549
action,1998,233.0,Fezi
action,1998,233.0,K1NGCJS
"action, indie, rpg",2016,423.0,76561198013524144
"action, indie, rpg",2016,423.0,ManiFoldKinesis
"action, indie, rpg",2016,423.0,JambiGaming
"action, indie, rpg",2016,423.0,76561198057253097
"action, indie, rpg",2016,423.0,Ahnoobs
"action, indie, rpg",2016,423.0,RexTrigger
"action, indie, rpg",2016,423.0,hungryhungryhitler
"action, indie, rpg",2016,423.0,76561198039942668
"casual, indie, strategy",2018,797.0,sad-commie
"casual, indie, strategy",2018,797.0,jonnyland081
"casual, indie, strategy",2018,797.0,olivercooli
"casual, indie, strategy",2018,797.0,76561198071482754
"casual, indie, strategy",2018,797.0,codedj
"casual, indie, strategy",2018,797.0,fartofsmellyness
"casual, indie, strategy",2018,797.0,76561198027488037
"casual, indie, strategy",2018,797.0,76561198027488037
"casual, indie, strategy",2018,797.0,76561198027488037
"casual, indie, strategy",2018,797.0,76561198040345799
"casual, indie, strategy",2018,797.0,Killer959
"casual, indie, strategy",2018,797.0,Quazziemodo
"casual, indie, strategy",2018,797.0,76561198067427048
"casual, indie, strategy",2018,797.0,woodzythegreat
action,2018,5063.0,Rivtex
action,2018,5063.0,Rivtex
action,2018,5063.0,76561198123074348
action,2018,5063.0,76561198092577173
action,2018,5063.0,76561198077092391
action,2018,5063.0,76561198124225196
action,2018,5063.0,mostmlgpro420blazeitsteamprofile
action,2018,5063.0,76561198065247420
action,2018,5063.0,AciidxWarrior
action,2018,5063.0,Cryotechnic68
action,2018,5063.0,76561198067336524
action,2018,5063.0,Drocadile
action,2018,5063.0,Drocadile
action,2018,5063.0,76561198052489047
action,2018,5063.0,76561198045702747
action,2018,5063.0,LonleyRedHeadOrphan
action,2018,5063.0,shadowpulse29
action,2018,5063.0,1234148932401
action,2018,5063.0,goboy3133
action,2018,5063.0,TheCatNinjaz
action,2018,5063.0,ButteryTyrant
action,2018,5063.0,ButteryTyrant
action,2018,5063.0,Dabeh
action,2018,5063.0,cowking19
action,2018,5063.0,SyvWolf
action,2018,5063.0,76561198070361854
action,2018,5063.0,76561197998095312
action,2018,5063.0,Narwh4l
action,2018,5063.0,334756875
action,2018,5063.0,76561198018059901
action,2018,5063.0,oddso
action,2018,5063.0,76561198116462043
action,2018,5063.0,76561198083005050
action,2018,5063.0,Lachlan12345
action,2018,5063.0,jaydo2000
action,2018,5063.0,ShanShanthePanMan
action,2018,5063.0,maxmaker12
action,2018,5063.0,76561198078812809
action,2018,5063.0,76561198083141377
action,2018,5063.0,76561198085345522
action,2018,5063.0,76561198098215525
action,2018,5063.0,76561198098661642
action,2018,5063.0,zombieman182
action,2018,5063.0,AMarioL
action,2018,5063.0,76561198133637161
action,2018,5063.0,KillKenny2122
"casual, indie, simulation",2018,1.0,TDOJ3DTDO
"casual, indie, simulation",2018,1.0,76561198083596903
"casual, indie, simulation",2018,1.0,Chezburgar7300
"casual, indie, simulation",2018,1.0,76561198060207360
"casual, indie, simulation",2018,1.0,76561198072074537
"casual, indie, simulation",2018,1.0,76561198083306954
"casual, indie, simulation",2018,1.0,FroskTotallyNotAWeeb
"casual, indie, simulation",2018,1.0,76561198015411069
"casual, indie, simulation",2018,1.0,Devilishero
"casual, indie, simulation",2018,1.0,76561198045222792
"casual, indie, simulation",2018,1.0,Sekekai
"casual, indie, simulation",2018,1.0,76561198066778792
"casual, indie, simulation",2018,1.0,76561198087818012
"casual, indie, simulation",2018,1.0,xoeairrr
"casual, indie, simulation",2018,1.0,valinorau
"action, casual, indie, massively multiplayer, simulation, sports, strategy",2018,9040.0,76561198044402508
"adventure, casual, indie",2017,493.0,76561198077246154
"adventure, casual, indie",2017,493.0,DJKamBer
"adventure, casual, indie",2017,493.0,GoAwayZach
"adventure, casual, indie",2017,493.0,76561198078738103
"adventure, casual, indie",2017,493.0,76561198090715178
"adventure, casual, indie",2017,493.0,A-Very-Sly-Person
"adventure, casual, indie",2017,493.0,76561198088944293
"adventure, casual, indie",2017,493.0,WitchHunter4542
"adventure, casual, indie",2017,493.0,76561198065593074
"adventure, casual, indie",2017,493.0,76561198104393251
"adventure, casual, indie",2017,493.0,Michaelele
"adventure, casual, indie",2017,493.0,Allahu_Akbar666
"adventure, casual, indie",2017,493.0,express157
"adventure, casual, indie",2017,493.0,76561198067713802
"adventure, casual, indie",2017,493.0,76561198110293299
"adventure, casual, indie",2017,493.0,Bhappiikhat
"adventure, casual, indie",2017,493.0,IJustWantedToTalk
"adventure, casual, indie",2017,493.0,Brianseb
"adventure, casual, indie",2017,493.0,76561198105270589
"adventure, casual, indie",2017,493.0,76561198067721589
"adventure, casual, indie",2017,493.0,harharharharhar
"adventure, casual, indie",2017,493.0,chicken_tonight
"adventure, casual, indie",2017,493.0,chicken_tonight
"adventure, casual, indie",2017,493.0,76561198097450390
"adventure, casual, indie",2017,493.0,76561198080465715
"adventure, casual, indie",2017,493.0,76561198107811819
"adventure, casual, indie",2017,493.0,76561198053111161
"adventure, casual, indie",2017,493.0,mainkradxdxdx
"adventure, casual, indie",2017,493.0,76561198101576470
"adventure, casual, indie",2017,493.0,blablabla174
"adventure, casual, indie",2017,493.0,blablabla174
"adventure, casual, indie",2017,493.0,blablabla174
"adventure, casual, indie",2017,493.0,shay181
"adventure, casual, indie",2017,493.0,GetMLGRekt
"adventure, casual, indie",2017,493.0,dijakeplays
"adventure, casual, indie",2017,493.0,76561198099102298
"adventure, casual, indie",2017,493.0,76561198064260593
"adventure, casual, indie",2017,493.0,76561198081848896
"adventure, casual, indie",2017,493.0,FORTHMINGUTH
"adventure, casual, indie",2017,493.0,FORTHMINGUTH
"adventure, casual, indie",2017,493.0,76561198060072424
"adventure, casual, indie",2017,493.0,76561198202329564
"adventure, casual, indie",2017,493.0,sphix
"adventure, casual, indie",2017,493.0,76561198299095634
"adventure, casual, indie",2017,493.0,hellotherem8
"adventure, casual, indie",2017,493.0,HostileTemper
"adventure, casual, indie",2017,493.0,Ulrikk
"adventure, casual, indie",2017,493.0,76561198071526072
"adventure, casual, indie",2017,493.0,IDGam3r
"adventure, casual, indie",2017,493.0,76561198088860621
"adventure, casual, indie",2017,493.0,76561198044586193
"adventure, casual, indie",2017,493.0,1234567io9872345678765432
"adventure, casual, indie",2017,493.0,ownageog
"adventure, casual, indie",2017,493.0,765611979902442O1
"adventure, casual, indie",2017,493.0,KoiyyBoi
"adventure, casual, indie",2017,493.0,76561198085167128
"adventure, casual, indie",2017,493.0,drkritisch
"adventure, casual, indie",2017,493.0,YOLO-MCSWAGINGS
"adventure, casual, indie",2017,493.0,76561198080125105
"adventure, casual, indie",2017,493.0,76561198120937791
"adventure, casual, indie",2017,493.0,PraetorianCohort
"adventure, casual, indie",2017,493.0,76561198071599137
"adventure, casual, indie",2017,493.0,LinnieLin
"adventure, casual, indie",2017,493.0,you_re_ded
"adventure, casual, indie",2017,493.0,ZeroMark2
"adventure, casual, indie",2017,493.0,SpecGames
"adventure, casual, indie",2017,493.0,GoodbyeFriend
"adventure, casual, indie",2017,493.0,76561198150342206
"adventure, casual, indie",2017,493.0,76561198064705030
"adventure, casual, indie",2017,493.0,76561198045791984
"adventure, casual, indie",2017,493.0,mrsaucepons
"adventure, casual, indie",2017,493.0,luzdamanha
"adventure, casual, indie",2017,493.0,smurfdicking
"adventure, casual, indie",2017,493.0,76561198094304449
"adventure, casual, indie",2017,493.0,76561198094304449
"adventure, casual, indie",2017,493.0,SmithRamone
"adventure, casual, indie",2017,493.0,olismeister
"adventure, casual, indie",2017,493.0,76561198060388536
"adventure, casual, indie",2017,493.0,76561198094032017
"adventure, casual, indie",2017,493.0,sakataalan
"adventure, casual, indie",2017,493.0,Kane007
"adventure, casual, indie",2017,493.0,76561198088143921
"adventure, casual, indie",2017,493.0,batugratis
"adventure, casual, indie",2017,493.0,76561198195478589
"adventure, casual, indie",2017,493.0,SafetyPinLoL
"adventure, casual, indie",2017,493.0,SaltySpittoon
"adventure, casual, indie",2017,493.0,76561198072676817
"adventure, casual, indie",2017,493.0,76561198043587948
"adventure, casual, indie",2017,493.0,Moghur
"adventure, casual, indie",2017,493.0,FrostyByte
"adventure, casual, indie",2017,493.0,SVB128
"adventure, casual, indie",2017,493.0,76561198070346631
"adventure, casual, indie",2017,493.0,76561198070346631
"adventure, casual, indie",2017,493.0,76561198058253719
"adventure, casual, indie",2017,493.0,76561198097591088
"adventure, casual, indie",2017,493.0,SuchAWeeaboo
"adventure, casual, indie",2017,493.0,Vector3478
"adventure, casual, indie",2017,493.0,Vector3478
"adventure, casual, indie",2017,493.0,hoobiedoobie5657
"adventure, casual, indie",2017,493.0,76561198141809909
"adventure, casual, indie",2017,493.0,DatBoiOShitWhaddup
"adventure, casual, indie",2017,493.0,76561198152129309
"adventure, casual, indie",2017,493.0,wikk3
"adventure, casual, indie",2017,493.0,CJW2012
"adventure, casual, indie",2017,493.0,iknowyoucanbe
"adventure, casual, indie",2017,493.0,76561198085399133
"adventure, casual, indie",2017,493.0,76561198085399133
"adventure, casual, indie",2017,493.0,76561198068991610
"adventure, casual, indie",2017,493.0,yirosboy
"adventure, casual, indie",2017,493.0,76561198061547085
"adventure, casual, indie",2017,493.0,togekiss906
"adventure, casual, indie",2017,493.0,ZeryxAFKAccount
"adventure, casual, indie",2017,493.0,76561198059677335
"adventure, casual, indie",2017,493.0,2345254252312312
"adventure, casual, indie",2017,493.0,chinsteam
"adventure, casual, indie",2017,493.0,76561198033472736
"adventure, casual, indie",2017,493.0,SNEAKY_Boxman
"adventure, casual, indie",2017,493.0,76561198094532627
"adventure, casual, indie",2017,493.0,76561198098482126
"adventure, casual, indie",2017,493.0,Videogamedunderly
"adventure, casual, indie",2017,493.0,Jasrad
"adventure, casual, indie",2017,493.0,imonyouutube
"adventure, casual, indie",2017,493.0,76561198067546287
"adventure, casual, indie",2017,493.0,76561198056401881
"adventure, casual, indie",2017,493.0,76561198077032945
"adventure, casual, indie",2017,493.0,LASSO133
"adventure, casual, indie",2017,493.0,haoliu98
"adventure, casual, indie",2017,493.0,76561198073809841
"adventure, casual, indie",2017,493.0,Diabolum
"adventure, casual, indie",2017,493.0,Wuhooo
"adventure, casual, indie",2017,493.0,76561198087934431
"adventure, casual, indie",2017,493.0,76561198067716040
"adventure, casual, indie",2017,493.0,76561198068702328
"adventure, casual, indie",2017,493.0,fraybae
"adventure, casual, indie",2017,493.0,cbfguy
"adventure, casual, indie",2017,493.0,95MAY
"adventure, casual, indie",2017,493.0,76561198065013217
"adventure, casual, indie",2017,493.0,KelvinTradingCockCompany
"adventure, casual, indie",2017,493.0,76561198069160320
"adventure, casual, indie",2017,493.0,shotmum
"adventure, casual, indie",2017,493.0,bigfoot57
"adventure, casual, indie",2017,493.0,76561198069400532
"adventure, casual, indie",2017,493.0,76561198056935561
"adventure, casual, indie",2017,493.0,76561198091133921
"adventure, casual, indie",2017,493.0,Blood_and_Bone
"adventure, casual, indie",2017,493.0,76561198095184401
"adventure, casual, indie",2017,493.0,GN1
"adventure, casual, indie",2017,493.0,bowedstar
"adventure, casual, indie",2017,493.0,76561198088416466
"adventure, casual, indie",2017,493.0,budniak1
"adventure, casual, indie",2017,493.0,byrxn
"adventure, casual, indie",2017,493.0,Cactus_Chaos
"adventure, casual, indie",2017,493.0,camjker
"adventure, casual, indie",2017,493.0,CapCheeze
"adventure, casual, indie",2017,493.0,76561198046431850
"adventure, casual, indie",2017,493.0,76561198090431959
"adventure, casual, indie",2017,493.0,dannysfatass
"adventure, casual, indie",2017,493.0,dannysfatass
"adventure, casual, indie",2017,493.0,chpmnksnpr
"adventure, casual, indie",2017,493.0,76561198017957749
"adventure, casual, indie",2017,493.0,Rekoonoftherekoons
"adventure, casual, indie",2017,493.0,76561198019443690
"adventure, casual, indie",2017,493.0,76561198060870618
"adventure, casual, indie",2017,493.0,Engurneer
"adventure, casual, indie",2017,493.0,76561198142398530
"adventure, casual, indie",2017,493.0,76561198098156317
"adventure, casual, indie",2017,493.0,gearlan
"adventure, casual, indie",2017,493.0,76561198072343532
"adventure, casual, indie",2017,493.0,golddragon888
"adventure, casual, indie",2017,493.0,deathlord549
"adventure, casual, indie",2017,493.0,klmao911
"adventure, casual, indie",2017,493.0,76561198069279256
"adventure, casual, indie",2017,493.0,potatomemed123321
"adventure, casual, indie",2017,493.0,trumpsupporter
"adventure, casual, indie",2017,493.0,YumiHayashibiara
"adventure, casual, indie",2017,493.0,20041213
"adventure, casual, indie",2017,493.0,urmumdiedxd
"adventure, casual, indie",2017,493.0,haritharsyadcp
"adventure, casual, indie",2017,493.0,haritharsyadcp
"adventure, casual, indie",2017,493.0,DovaMeal
"adventure, casual, indie",2017,493.0,SpiicyOrange
"adventure, casual, indie",2017,493.0,Legendld
"adventure, casual, indie",2017,493.0,NinjaPrei
"adventure, casual, indie",2017,493.0,nano11ful
"adventure, casual, indie",2017,493.0,Elk160
"adventure, casual, indie",2017,493.0,radiusstep
"adventure, casual, indie",2017,493.0,DEx-XYZ
"adventure, casual, indie",2017,493.0,Tropic_Thunder_
"adventure, casual, indie",2017,493.0,FahRockZa
"adventure, casual, indie",2017,493.0,EthoXGaming
"adventure, casual, indie",2017,493.0,EthoXGaming
"adventure, casual, indie",2017,493.0,76561198093816684
"adventure, casual, indie",2017,493.0,thisisTAYZ
"adventure, casual, indie",2017,493.0,113595
"adventure, casual, indie",2017,493.0,434238948
"adventure, casual, indie",2017,493.0,venbeer
"adventure, casual, indie",2017,493.0,76561198059241716
"adventure, casual, indie",2017,493.0,ratgnomekingkeem
"adventure, casual, indie",2017,493.0,grim1928
"adventure, casual, indie",2017,493.0,xXDeadSkullXx
"adventure, casual, indie",2017,493.0,Harley-the-Hyena
"adventure, casual, indie",2017,493.0,76561198048709944
"adventure, casual, indie",2017,493.0,76561198048709944
"adventure, casual, indie",2017,493.0,KassemZane
"adventure, casual, indie",2017,493.0,76561198064394417
"adventure, casual, indie",2017,493.0,76561198076690019
"adventure, casual, indie",2017,493.0,76561198080526242
"adventure, casual, indie",2017,493.0,76561198044625090
"adventure, casual, indie",2017,493.0,76561198103371005
"adventure, casual, indie",2017,493.0,miochandesu
"adventure, casual, indie",2017,493.0,adamkupou
"adventure, casual, indie",2017,493.0,76561198077360732
"adventure, casual, indie",2017,493.0,bobofofo
"adventure, casual, indie",2017,493.0,Spoongegarred
"adventure, casual, indie",2017,493.0,DepressingMemes
"adventure, casual, indie",2017,493.0,76561198078712087
"adventure, casual, indie",2017,493.0,GraytheCat
"adventure, casual, indie",2017,493.0,keaun
"adventure, casual, indie",2017,493.0,Kermit_Suicide
"adventure, casual, indie",2017,493.0,kineticvine
"adventure, casual, indie",2017,493.0,RIPFreddieMercury
"adventure, casual, indie",2017,493.0,76561198084777483
"adventure, casual, indie",2017,493.0,76561198077514605
"adventure, casual, indie",2017,493.0,76561198075203975
"adventure, casual, indie",2017,493.0,Kurisuchan27
"adventure, casual, indie",2017,493.0,76561198088018211
"adventure, casual, indie",2017,493.0,Minecraftonwow
"adventure, casual, indie",2017,493.0,MeechIsDead
"adventure, casual, indie",2017,493.0,fantastic_pootis
"adventure, casual, indie",2017,493.0,MrEdIsAHorse
"adventure, casual, indie",2017,493.0,76561198050962270
