genres,release_date,user_id,recommend,sentiment_analysis,item_id,item_name,playtime_forever
"['adventure', 'free to play', 'rpg', 'early access']",,hhheckle,True,2,500,Left 4 Dead,430.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198043529964,True,2,200260,Batman: Arkham City GOTY,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,TeFauPeHaDe,False,0,109400,MicroVolts Surge,179.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198043624811,True,2,209870,Blacklight: Retribution,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198043631496,True,0,227080,Papo & Yo,16.0
"['adventure', 'free to play', 'rpg', 'early access']",,Wazkick3n,True,2,72850,The Elder Scrolls V: Skyrim,5539.0
"['adventure', 'free to play', 'rpg', 'early access']",,whostoledandan,True,2,70400,Recettear: An Item Shop's Tale,526.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198044276877,True,2,105600,Terraria,1261.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198044351737,True,2,41500,Torchlight,5.0
"['adventure', 'free to play', 'rpg', 'early access']",,gamesdead,True,2,214590,Fairy Bloom Freesia,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198044634932,True,2,262790,Our Darker Purpose,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,stirfru,True,1,291410,Duelyst,113.0
"['adventure', 'free to play', 'rpg', 'early access']",,pikarchoo,True,0,326460,ShellShock Live,281.0
"['adventure', 'free to play', 'rpg', 'early access']",,buzyx,True,1,248570,Toribash,49.0
"['adventure', 'free to play', 'rpg', 'early access']",,CdogAu,True,2,57300,Amnesia: The Dark Descent,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,killersam5215,True,2,12100,Grand Theft Auto III,26.0
"['adventure', 'free to play', 'rpg', 'early access']",,kswk,True,2,15230,Blazing Angels 2: Secret Missions of WWII,607.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198045838636,True,2,15620,"Warhammer® 40,000™: Dawn of War® II",5.0
"['adventure', 'free to play', 'rpg', 'early access']",,chloepetersen,True,2,213330,LEGO Batman 2,33.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198046474248,True,2,32370,STAR WARS™: Knights of the Old Republic™,56.0
"['adventure', 'free to play', 'rpg', 'early access']",,DjPTTR,True,2,201790,Orcs Must Die! 2,877.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198046730416,True,2,218130,Dungeonland,157.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198046804443,True,2,245470,Democracy 3,12.0
"['adventure', 'free to play', 'rpg', 'early access']",,_gary_the_snail,True,2,33930,Arma 2: Operation Arrowhead,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,Sabatonic,True,2,282070,This War of Mine,647.0
"['adventure', 'free to play', 'rpg', 'early access']",,Yunzz,True,2,273350,Evolve Stage 2,54.0
"['adventure', 'free to play', 'rpg', 'early access']",,Sum1_Else,True,2,494710,PAYDAY: The Web Series: First World Bank,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,spartanwarrior662,True,2,262410,World of Guns: Gun Disassembly,562.0
"['adventure', 'free to play', 'rpg', 'early access']",,Ized1,True,2,340,Half-Life 2: Lost Coast,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,TheRainbowCow,True,2,55000,Flotilla,71.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198047593692,True,2,218130,Dungeonland,214.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198047625991,True,2,269390,Dethroned!,167.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198047693993,True,0,264200,One Finger Death Punch,1254.0
"['adventure', 'free to play', 'rpg', 'early access']",,Pup2,True,2,271590,Grand Theft Auto V,11278.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198047704110,True,2,285840,Enemy Mind,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198047711462,True,2,243470,Watch_Dogs,2263.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198047747981,True,1,203730,Q.U.B.E.,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198047772662,True,2,218620,PAYDAY 2,218.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198047949269,True,2,400,Portal,738.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198047991989,True,2,19900,Far Cry 2,3046.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198048018550,True,2,65800,Dungeon Defenders,560.0
"['adventure', 'free to play', 'rpg', 'early access']",,TheJaguar8,True,2,200510,XCOM: Enemy Unknown,3313.0
"['adventure', 'free to play', 'rpg', 'early access']",,AceCSGO,True,2,71250,Sonic Adventure DX,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,harambeoohhhhhharambe,True,2,4550,Titan Quest: Immortal Throne,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,AH_Rablah17,True,1,218230,PlanetSide 2,10.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198048346071,True,1,218620,PAYDAY 2,13313.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198048350991,True,2,3900,Sid Meier's Civilization IV,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198048416962,True,1,12830,Operation Flashpoint: Dragon Rising,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198048529546,True,2,374320,DARK SOULS III,6165.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198048693328,True,0,204300,Awesomenauts,35.0
"['adventure', 'free to play', 'rpg', 'early access']",,alvincso,True,2,343450,Free To Play (Streaming),0.0
"['adventure', 'free to play', 'rpg', 'early access']",,StoicWilly,True,2,250320,The Wolf Among Us,711.0
"['adventure', 'free to play', 'rpg', 'early access']",,lilslavyboy,True,0,40950,Stronghold HD,338.0
"['adventure', 'free to play', 'rpg', 'early access']",,Spooky_Scary,True,2,220,Half-Life 2,1791.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198049128211,True,2,31410,Zombie Driver,300.0
"['adventure', 'free to play', 'rpg', 'early access']",,lowestcarbonbasedlifeformontaree,True,1,50510,Burn Zombie Burn,100.0
"['adventure', 'free to play', 'rpg', 'early access']",,phetdekde,False,0,211420,Dark Souls: Prepare to Die Edition,10090.0
"['adventure', 'free to play', 'rpg', 'early access']",,fuckenkevin,True,0,45700,Devil May Cry 4,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198049429171,False,1,238070,Shadow Warrior Classic (1997),1.0
"['adventure', 'free to play', 'rpg', 'early access']",,2608739,True,0,278360,A Story About My Uncle,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198049665282,True,1,290340,Armello,538.0
"['adventure', 'free to play', 'rpg', 'early access']",,accforsale12,True,2,47810,Dragon Age: Origins - Ultimate Edition,4745.0
"['adventure', 'free to play', 'rpg', 'early access']",,Rickson123,True,0,34270,SEGA Mega Drive & Genesis Classics,13.0
"['adventure', 'free to play', 'rpg', 'early access']",,jaydanred,False,0,109600,Neverwinter,22.0
"['adventure', 'free to play', 'rpg', 'early access']",,Nvidia1999,True,2,211820,Starbound,1258.0
"['adventure', 'free to play', 'rpg', 'early access']",,joeynn,True,2,219740,Don't Starve,624.0
"['adventure', 'free to play', 'rpg', 'early access']",,RyuichiRyuu,True,2,312990,The Expendabros,17.0
"['adventure', 'free to play', 'rpg', 'early access']",,AzTonish,True,2,223750,DCS World,320.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198050351207,True,2,20900,The Witcher: Enhanced Edition,700.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198050403073,True,1,49520,Borderlands 2,6916.0
"['adventure', 'free to play', 'rpg', 'early access']",,aymosh9011,True,0,8870,BioShock Infinite,893.0
"['adventure', 'free to play', 'rpg', 'early access']",,austondragon,True,2,236090,Dust: An Elysian Tail,5.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198050778010,True,2,218230,PlanetSide 2,1125.0
"['adventure', 'free to play', 'rpg', 'early access']",,WhatsTheYams69,True,2,271290,HAWKEN,783.0
"['adventure', 'free to play', 'rpg', 'early access']",,getthepoint,True,1,297130,Titan Souls,325.0
"['adventure', 'free to play', 'rpg', 'early access']",,faceofffuck,True,1,225840,Sven Co-op,84.0
"['adventure', 'free to play', 'rpg', 'early access']",,tundersky,True,2,232210,Patch testing for Chivalry,16.0
"['adventure', 'free to play', 'rpg', 'early access']",,BradS_23,True,1,65800,Dungeon Defenders,194.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198052676218,False,0,236390,War Thunder,6172.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198052789736,False,0,355840,Survarium,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,Revyr,True,2,209080,Guns of Icarus Online,201.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198053000561,True,2,304930,Unturned,3747.0
"['adventure', 'free to play', 'rpg', 'early access']",,supremexyeezy,True,1,24740,Burnout Paradise: The Ultimate Box,1023.0
"['adventure', 'free to play', 'rpg', 'early access']",,BecHyIIIka,False,1,265630,Fistful of Frags,198.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198053509764,True,2,223530,Left 4 Dead 2 Beta,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,fluttershy_by_punipaws-d5szfuc,True,1,346900,AdVenture Capitalist,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198053676404,True,1,22330,The Elder Scrolls IV: Oblivion ,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,fracler,True,1,25890,Hearts of Iron III,574.0
"['adventure', 'free to play', 'rpg', 'early access']",,Bo0zle,True,2,45700,Devil May Cry 4,1091.0
"['adventure', 'free to play', 'rpg', 'early access']",,badassninja69,True,2,244850,Space Engineers,9107.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198054000628,True,2,22100,Mount & Blade,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,SteamSpotty,True,2,2820,X3: Terran Conflict,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,datredphoenix,True,2,335300,DARK SOULS™ II: Scholar of the First Sin,1856.0
"['adventure', 'free to play', 'rpg', 'early access']",,quackquac1c,True,0,235540,Warhammer: End Times - Vermintide,1159.0
"['adventure', 'free to play', 'rpg', 'early access']",,Pancakesandbacon,False,0,44660,The Retro Expansion,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,Runey_Lzs,True,1,222750,Wargame: AirLand Battle,285.0
"['adventure', 'free to play', 'rpg', 'early access']",,Str0NtiuM,True,2,214360,Tower Wars,105.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198054504740,True,1,204360,Castle Crashers,1059.0
"['adventure', 'free to play', 'rpg', 'early access']",,in-hearts-wake,True,1,301520,Robocraft,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,cancerbois2001,True,0,317360,Double Action: Boogaloo,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,sickkunt007,True,1,209170,Call of Duty: Ghosts - Multiplayer,6574.0
"['adventure', 'free to play', 'rpg', 'early access']",,lberetta,True,2,301520,Robocraft,5670.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198055252076,True,1,15620,"Warhammer® 40,000™: Dawn of War® II",1616.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198055545996,True,1,47870,Need for Speed: Hot Pursuit,1017.0
"['adventure', 'free to play', 'rpg', 'early access']",,redfacedpyro,True,2,241600,Rogue Legacy,927.0
"['adventure', 'free to play', 'rpg', 'early access']",,michael1674,True,2,35000,Mini Ninjas,356.0
"['adventure', 'free to play', 'rpg', 'early access']",,succccccccccccccccc,True,1,6900,Hitman: Codename 47,189.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198056288386,True,2,219150,Hotline Miami,204.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198056393302,True,2,248820,Risk of Rain,173.0
"['adventure', 'free to play', 'rpg', 'early access']",,DisMOSEY,True,0,238370,Magicka 2,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198056622081,True,2,397080,Magicka 2: Spell Balance Beta,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,szpandinhasz,True,2,407530,ARK: Survival Of The Fittest,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,blebleh,False,0,205790,Dota 2 Test,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198057058249,True,2,306830,Zombies Monsters Robots,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,reddevilsforlife,True,2,9900,Star Trek Online,3786.0
"['adventure', 'free to play', 'rpg', 'early access']",,JugglerShang,True,2,427270,Orcs Must Die! Unchained,15.0
"['adventure', 'free to play', 'rpg', 'early access']",,CYACURTY,True,1,65720,Arma 2: Private Military Company,1.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198057283820,True,2,105600,Terraria,713.0
"['adventure', 'free to play', 'rpg', 'early access']",,cronix0,True,1,108710,Alan Wake,218.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198057346337,True,0,55230,Saints Row: The Third,1922.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198057354755,True,2,213650,Dwarfs F2P,15.0
"['adventure', 'free to play', 'rpg', 'early access']",,exilecs,True,2,1520,DEFCON,9.0
"['adventure', 'free to play', 'rpg', 'early access']",,iTraf,True,2,310370,The Way of Life Free Edition,12.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198057575745,True,2,379720,DOOM,256.0
"['adventure', 'free to play', 'rpg', 'early access']",,mass232,True,2,205790,Dota 2 Test,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198057592648,True,2,428690,Youtubers Life,349.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198057842211,True,2,240,Counter-Strike: Source,275.0
"['adventure', 'free to play', 'rpg', 'early access']",,ausabotage,True,2,227940,Heroes & Generals,204.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198058150025,True,1,306130,The Elder Scrolls Online: Tamriel Unlimited,910.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198058323070,True,1,20920,The Witcher 2: Assassins of Kings Enhanced Edition,454.0
"['adventure', 'free to play', 'rpg', 'early access']",,Tanklol,True,1,204360,Castle Crashers,47.0
"['adventure', 'free to play', 'rpg', 'early access']",,basten004,True,0,233250,Planetary Annihilation,27.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198058473768,True,2,272470,The Incredible Adventures of Van Helsing II,96.0
"['adventure', 'free to play', 'rpg', 'early access']",,juhurik,False,1,330840,Game of Thrones - A Telltale Games Series,1051.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198058507679,True,1,7670,BioShock,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,Tessellate,True,2,407840,ORION,28.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198058573793,True,2,42710,Call of Duty: Black Ops - Multiplayer,6.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198058661221,True,2,218620,PAYDAY 2,16266.0
"['adventure', 'free to play', 'rpg', 'early access']",,nickosmexy,True,2,17460,Mass Effect,6107.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198058974541,True,2,39110,Season of Mystery : The Cherry Blossom Murders,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,Daaaaracon,True,2,17390,Spore,3.0
"['adventure', 'free to play', 'rpg', 'early access']",,2v1meyoucheekyscrub,True,2,218680,Scribblenauts Unlimited,2453.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198059330972,True,2,239820,Game Dev Tycoon,107.0
"['adventure', 'free to play', 'rpg', 'early access']",,willietrombone,True,0,278620,TinyKeep,12.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198059391736,True,0,293940,Kill The Bad Guy,22.0
"['adventure', 'free to play', 'rpg', 'early access']",,RipperoniOfficial,True,2,227700,Firefall,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198059606810,True,2,417860,Emily is Away,37.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198059609375,False,2,423880,Carpe Diem,10.0
"['adventure', 'free to play', 'rpg', 'early access']",,SLWonderChild,True,1,301520,Robocraft,2155.0
"['adventure', 'free to play', 'rpg', 'early access']",,Hetze117,True,2,19900,Far Cry 2,163.0
"['adventure', 'free to play', 'rpg', 'early access']",,Deven_05,True,1,220820,Zombie Driver HD,194.0
"['adventure', 'free to play', 'rpg', 'early access']",,TheDamox,True,2,263760,Turbo Dismount,659.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198060239835,True,1,413854,CS:GO Player Profiles: olofmeister - fnatic,5.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198060493853,True,2,252490,Rust,57397.0
"['adventure', 'free to play', 'rpg', 'early access']",,boomboy999,True,2,72850,The Elder Scrolls V: Skyrim,1966.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198060822689,True,2,10,Counter-Strike,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,x4venom4x,True,2,730,Counter-Strike: Global Offensive,25995.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198060933768,False,0,238430,Contagion,673.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198060988400,True,2,219740,Don't Starve,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198061056821,True,2,24780,SimCity 4 Deluxe,86.0
"['adventure', 'free to play', 'rpg', 'early access']",,NotSeattleSound,True,1,230170,Divinity: Dragon Commander Beta,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,420cheekycunt,False,2,209000,Batman™: Arkham Origins,397.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198061318542,True,2,273350,Evolve Stage 2,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198061388888,True,2,41700,S.T.A.L.K.E.R.: Call of Pripyat,2307.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198061529439,True,2,304050,Trove,84.0
"['adventure', 'free to play', 'rpg', 'early access']",,stopbeingfat,True,2,225300,Tomb Raider II,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,exyz3,True,2,420,Half-Life 2: Episode Two,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198061773147,True,2,24780,SimCity 4 Deluxe,4.0
"['adventure', 'free to play', 'rpg', 'early access']",,81167,True,2,56400,"Warhammer® 40,000™: Dawn of War® II – Retribution™",126.0
"['adventure', 'free to play', 'rpg', 'early access']",,clixer98,True,2,104200,BEEP,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,MoostachedPikachu,True,0,9200,RAGE,297.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198061861251,True,1,65800,Dungeon Defenders,383.0
"['adventure', 'free to play', 'rpg', 'early access']",,Iwannahoneyboobootorapeme,True,2,39530,Painkiller: Black Edition,35.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198061894340,True,2,207610,The Walking Dead,450.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198062018733,True,1,322330,Don't Starve Together,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198062034676,True,1,55110,Red Faction: Armageddon,141.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198062093693,True,2,233270,Far Cry® 3 Blood Dragon,180.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198062185026,True,2,263560,Paper Sorcerer,180.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198062325783,True,0,339200,Oceanhorn: Monster of Uncharted Seas,45.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198062511237,True,2,98500,Naval Warfare,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198062536781,True,2,200170,Worms Revolution,22.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198062586581,True,1,55230,Saints Row: The Third,3748.0
"['adventure', 'free to play', 'rpg', 'early access']",,SethSentry,True,2,38410,Fallout 2,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,asiannoscoper,True,0,312640,Power-Up,1.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198062645049,True,1,320240,We Happy Few,98.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198062701680,True,2,386360,SMITE,594.0
"['adventure', 'free to play', 'rpg', 'early access']",,XiCute,True,0,8190,Just Cause 2,32.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198063053750,True,2,32430,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198063119025,True,2,9450,"Warhammer 40,000: Dawn of War – Soulstorm",0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198063139290,True,1,10180,Call of Duty: Modern Warfare 2,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,ItsJerryAndHarry,False,1,236390,War Thunder,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198063399108,True,2,218620,PAYDAY 2,16939.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198063472034,True,2,404410,Endless Sky,13.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198063636277,True,1,265630,Fistful of Frags,673.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198063642749,True,1,343450,Free To Play (Streaming),0.0
"['adventure', 'free to play', 'rpg', 'early access']",,khp2556,True,1,258200,Talisman: Prologue,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198063929141,True,2,24860,Battlefield 2,717.0
"['adventure', 'free to play', 'rpg', 'early access']",,r1nol3l,True,0,252490,Rust,23701.0
"['adventure', 'free to play', 'rpg', 'early access']",,XuMeneghel,True,1,319060,Lambda Wars Dedicated Server,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,ApexAustralia,True,2,12810,Overlord II,36.0
"['adventure', 'free to play', 'rpg', 'early access']",,DomoDel,True,1,230410,Warframe,244.0
"['adventure', 'free to play', 'rpg', 'early access']",,kievwu,True,2,22120,Penumbra: Black Plague,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,funkyseefunkydo,True,0,223530,Left 4 Dead 2 Beta,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198064575920,False,2,49400,Magic: The Gathering - Duels of the Planeswalkers,1635.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198064617303,True,1,22230,Rock of Ages,798.0
"['adventure', 'free to play', 'rpg', 'early access']",,sourwarrior,True,2,224260,No More Room in Hell,1225.0
"['adventure', 'free to play', 'rpg', 'early access']",,Thisurlhasmadgainstobesoswole,True,2,4560,Company of Heroes,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,AfterGl0w,True,2,310370,The Way of Life Free Edition,43.0
"['adventure', 'free to play', 'rpg', 'early access']",,ktrannasaurus,True,2,32370,STAR WARS™: Knights of the Old Republic™,188.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198065150170,True,2,96000,The Tiny Bang Story,60.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198065151106,True,2,22650,Alien Breed 2: Assault,60.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198065227691,True,2,230410,Warframe,4.0
"['adventure', 'free to play', 'rpg', 'early access']",,memmzy,True,1,291480,Warface,5061.0
"['adventure', 'free to play', 'rpg', 'early access']",,Jnmbl,True,2,342150,Games of Glory,4.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198065393275,True,1,407530,ARK: Survival Of The Fittest,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198065412334,True,2,30,Day of Defeat,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198065426720,True,1,320,Half-Life 2: Deathmatch,12.0
"['adventure', 'free to play', 'rpg', 'early access']",,CockLads,True,2,113400,APB Reloaded,17.0
"['adventure', 'free to play', 'rpg', 'early access']",,happyparenting,True,2,35450,Rising Storm/Red Orchestra 2 Multiplayer,143.0
"['adventure', 'free to play', 'rpg', 'early access']",,blazeng,True,1,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,10524.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198065711375,False,2,236390,War Thunder,402.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198065776361,False,0,203160,Tomb Raider,913.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198065820911,True,2,205790,Dota 2 Test,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,stratex5,True,2,298110,Far Cry 4,2431.0
"['adventure', 'free to play', 'rpg', 'early access']",,Hydreigon_44,True,2,11610,Dragon Nest,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198066448654,True,1,49520,Borderlands 2,1351.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198066467349,True,2,302830,BLOCKADE 3D,100.0
"['adventure', 'free to play', 'rpg', 'early access']",,SwaRIsLoveSwarIsLife,True,0,224600,Defiance,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,Gaming_lover,False,2,340,Half-Life 2: Lost Coast,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,miraco12,True,2,224580,Arma 2: DayZ Mod,164.0
"['adventure', 'free to play', 'rpg', 'early access']",,legolasd,True,1,80,Counter-Strike: Condition Zero,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198066807290,True,2,40990,Mafia,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198066899978,True,2,4700,Medieval II: Total War,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,chuunnn,True,2,35450,Rising Storm/Red Orchestra 2 Multiplayer,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,Teamfortress2016,True,2,42680,Call of Duty: Modern Warfare 3,6480.0
"['adventure', 'free to play', 'rpg', 'early access']",,BigDogSteeeeeeze,True,2,228200,Company of Heroes (New Steam Version),178.0
"['adventure', 'free to play', 'rpg', 'early access']",,jeshdotcom,True,2,11450,Overlord,177.0
"['adventure', 'free to play', 'rpg', 'early access']",,SMDA,True,0,218620,PAYDAY 2,2133.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198067646194,True,2,400,Portal,454.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198067771967,True,2,221100,DayZ,175.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198067841857,True,2,2420,The Ship Single Player,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,billyjmc,True,2,332800,Five Nights at Freddy's 2,66.0
"['adventure', 'free to play', 'rpg', 'early access']",,Scrfiin,True,2,271590,Grand Theft Auto V,4598.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198068013690,False,2,247730,Nether,777.0
"['adventure', 'free to play', 'rpg', 'early access']",,MrCucumberSauce,False,1,42710,Call of Duty: Black Ops - Multiplayer,264716.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198068121871,True,2,109600,Neverwinter,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198068125093,True,1,215870,Dungeon Party,6.0
"['adventure', 'free to play', 'rpg', 'early access']",,vardyparty,True,2,305260,Battle Islands,2.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198068197203,True,1,373100,Wrath of Athena,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,margeobur,True,2,221100,DayZ,1230.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198068242211,True,0,333930,Dirty Bomb,1.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198068265347,False,2,70000,Dino D-Day,15.0
"['adventure', 'free to play', 'rpg', 'early access']",,DOTAultimate321100,True,0,47890,The Sims(TM) 3,4786.0
"['adventure', 'free to play', 'rpg', 'early access']",,EntryFraggerLmao,True,2,442080,Riders of Icarus,0.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198068507282,True,2,224260,No More Room in Hell,572.0
"['adventure', 'free to play', 'rpg', 'early access']",,76561198068596019,True,2,208610,Skullgirls ∞Endless Beta∞,2.0
"['adventure', 'free to play', 'rpg', 'early access']",,octagu,True,2,102600,Orcs Must Die!,897.0
